local_model_test_accuracies_0.1_0,"[51.740166, 39.916256, 62.39244, 47.87185, 56.507374]"
local_model_test_losses_0.1_0,"[14.763999375083657, 14.536769974795893, 7.89246770217511, 7.378126665501046, 5.701074865161823]"
fedavg_test_loss_4_0,1.814992890009209
fedavg_test_acc_4_0,44.433773
otfusion_test_loss_4_0,2.2764822813947285
otfusion_test_acc_4_0,52.339428
pfnm_test_loss_4_0,1.6742489175263107
pfnm_test_acc_4_0,58.182236
regmean_test_loss_4_0,1.6699833623748948
regmean_test_acc_4_0,67.75891
dense_test_loss_4_0,3.4079603020516216
dense_test_acc_4_0,55.70836
fisher_merge_test_loss_4_0,3.1142035031802244
fisher_merge_test_acc_4_0,66.85618
fedfisher_diag_test_loss_4_0,2.7768816766228936
fedfisher_diag_test_acc_4_0,63.60633
fedfisher_kfac_test_loss_4_0,1.9871408033751972
fedfisher_kfac_test_acc_4_0,72.16503
