local_model_test_accuracies_0.1_0,"[51.601875, 39.397663, 61.439766, 46.14705, 57.12969]"
local_model_test_losses_0.1_0,"[14.66544257869146, 13.15833165825842, 8.84903843416051, 8.267264522653308, 4.879865767110251]"
fedavg_test_loss_0_0,1.8068778281865416
fedavg_test_acc_0_0,42.67824
otfusion_test_loss_0_0,2.2780368880545647
otfusion_test_acc_0_0,52.324062
pfnm_test_loss_0_0,1.7600132684877627
pfnm_test_acc_0_0,58.305164
regmean_test_loss_0_0,1.430770967515173
regmean_test_acc_0_0,66.03796
dense_test_loss_0_0,3.53617038709222
dense_test_acc_0_0,54.60587
fisher_merge_test_loss_0_0,2.9844164766265924
fisher_merge_test_acc_0_0,64.8548
fedfisher_diag_test_loss_0_0,2.140179793674959
fedfisher_diag_test_acc_0_0,64.05578
fedfisher_kfac_test_loss_0_0,2.330348926595771
fedfisher_kfac_test_acc_0_0,70.93193
