local_model_test_accuracies_0.1_0,"[42.11, 37.69, 65.53, 46.89, 66.4]"
local_model_test_losses_0.1_0,"[10.018023796081543, 9.331277220916748, 4.5019590881347655, 6.882468863677978, 2.211445810508728]"
fedavg_test_loss_4_0,1.685846028137207
fedavg_test_acc_4_0,47.63
otfusion_test_loss_4_0,1.6858468114852905
otfusion_test_acc_4_0,47.63
pfnm_test_loss_4_0,1.583037839126587
pfnm_test_acc_4_0,55.35
regmean_test_loss_4_0,1.5246797327041626
regmean_test_acc_4_0,59.17
dense_test_loss_4_0,2.062504163169861
dense_test_acc_4_0,52.2
fisher_merge_test_loss_4_0,3.5557590587615966
fisher_merge_test_acc_4_0,52.89
fedfisher_diag_test_loss_4_0,3.5794979400634768
fedfisher_diag_test_acc_4_0,52.37
fedfisher_kfac_test_loss_4_0,1.8444023426055909
fedfisher_kfac_test_acc_4_0,58.89
